City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Suchiapa,16.6167,-93.0833,80.92,39,0,39.12,MX,1707170689
1,Adamstown,-25.066,-130.1015,75.63,82,100,15.35,PN,1707170690
2,Lakhipur,26.0299,90.3041,56.5,79,42,7.29,IN,1707170690
3,Papatowai,-46.5619,169.4708,70.48,56,100,9.55,NZ,1707170690
4,Qaqortoq,60.7167,-46.0333,-6.03,69,0,6.26,GL,1707170690
5,Blackmans Bay,-43.0167,147.3167,55.72,65,51,4.21,AU,1707170690
6,Grytviken,-54.2811,-36.5092,44.58,74,90,12.95,GS,1707170690
7,Ayancik,41.9447,34.5861,52.61,72,89,12.01,TR,1707170690
8,Adigrat,14.277,39.462,58.66,73,47,1.52,ET,1707170690
9,Nova Sintra,14.8667,-24.7167,69.89,68,0,15.7,CV,1707170690
10,Port Elizabeth,-33.918,25.5701,70.11,95,100,9.22,ZA,1707170611
11,Sona,45.4388,10.8255,49.95,87,100,3.44,IT,1707170691
12,Vilyuchinsk,52.9306,158.4028,14.27,76,78,8.46,RU,1707170691
13,Folkston,30.8305,-82.0098,56.98,89,100,7.4,US,1707170691
14,Lebu,-37.6167,-73.65,66.81,80,93,7.67,CL,1707170691
15,Longyearbyen,78.2186,15.6401,24.64,68,75,11.5,SJ,1707170691
16,Puerto Natales,-51.7236,-72.4875,61.25,33,20,29.93,CL,1707170691
17,Mount Gambier,-37.8333,140.7667,60.62,56,4,6.51,AU,1707170691
18,Lihue,21.9789,-159.3672,79.84,63,40,19.57,US,1707170691
19,Isafjordur,66.0755,-23.124,17.01,76,100,8.63,IS,1707170691
20,Susuman,62.7833,148.1667,-20.02,89,100,3.0,RU,1707170691
21,Tiksi,71.6872,128.8694,-26.77,96,50,3.4,RU,1707170691
22,Ilulissat,69.2167,-51.1,-3.98,71,100,1.14,GL,1707170691
23,Olonkinbyen,70.9221,-8.7187,26.94,70,72,19.6,SJ,1707170692
24,Port-Aux-Francais,-49.35,70.2167,42.69,82,99,27.78,TF,1707170692
25,Udachny,66.4167,112.4,-8.55,76,100,4.63,RU,1707170565
26,Edinburgh Of The Seven Seas,-37.0676,-12.3116,60.4,64,1,5.39,SH,1707170692
27,Waitangi,-43.9535,-176.5597,65.82,86,97,18.16,NZ,1707170692
28,San Antonio De Pale,-1.4014,5.6325,81.95,75,79,5.44,GQ,1707170692
29,Avarua,-21.2078,-159.775,86.05,79,40,18.41,CK,1707170692
30,Severnoye,56.3491,78.3619,23.99,93,100,17.0,RU,1707170692
31,Talnakh,69.4865,88.3972,-9.72,89,94,4.97,RU,1707170692
32,La Passe,45.5549,-0.8967,43.03,78,100,5.59,FR,1707170692
